"id","name","property_account_receivable_id:id","property_account_payable_id:id","property_account_expense_categ_id:id","property_account_income_categ_id:id","income_currency_exchange_account_id:id","expense_currency_exchange_account_id:id","use_anglo_saxon"
"l10n_dk","Danish Tax and Account Chart Template","5600","6800","1330","1010","4380","4480","False"
