"id","name","property_account_receivable_id:id","property_account_payable_id:id","property_account_expense_categ_id:id","property_account_income_categ_id:id","income_currency_exchange_account_id:id","expense_currency_exchange_account_id:id","use_anglo_saxon"
"l10n_lk","Sri Lanka Tax and Account Chart Template","101200","111100","220000","200000","201000","211000","True"
